No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
97,IN670513-00139,DO670805-00076,867003065322675,"Catty Laos Virtual Mobile","LPB - Ajoi Mobile 1 ຫຼວງພະບາງ","352027521 - Catty Laos Virtual","352026856 - LPB - Ajoi Viengkham","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
98,IN670513-00139,DO670805-00077,863671064249158,"Catty Laos Virtual Mobile","SLV - Sangsavang","352027521 - Catty Laos Virtual","352027375 - SLV - Sangsavang","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
99,IN670513-00139,DO670805-00078,867003068195219,"Catty Laos Virtual Mobile","KAM - Awen mobile1 Agent Store","352027521 - Catty Laos Virtual","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
100,IN670513-00139,DO670805-00079,863671060257213,"Catty Laos Virtual Mobile","XYB - Siam Mobile Agent Store","352027521 - Catty Laos Virtual","352027105 - XYB - Siam Mobile Agent Shop","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
101,IN670513-00139,DO670805-00080,863671064242336,"Catty Laos Virtual Mobile","XYB - TC mobile1","352027521 - Catty Laos Virtual","352027113 - XYB - TC mobile1","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
102,IN670513-00139,DO670805-00081,867003065343416,"Catty Laos Virtual Mobile","ATP - Ata mobile1 Agent Store","352027521 - Catty Laos Virtual","352026684 - ATP - Ata mobile1 Agent Shop","Kerry-ATA (Attapue)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
103,IN670513-00139,DO670805-00082,867003068227715,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
104,IN670513-00139,DO670805-00083,867003065359974,"Catty Laos Virtual Mobile","SLV - Somsuk Mobile","352027521 - Catty Laos Virtual","352031743 - SLV - Somsuk Mobile","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
105,IN670513-00139,DO670805-00084,863671065017018,"Catty Laos Virtual Mobile","XKH - kouKham mobile","352027521 - Catty Laos Virtual","352027036 - XKH - kouKham mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
106,IN670513-00139,DO670805-00085,867003068362371,"Catty Laos Virtual Mobile","SVK - Tin mobile","352027521 - Catty Laos Virtual","352027464 - SVK - Tin mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
107,IN670513-00139,DO670805-00086,863671064280310,"Catty Laos Virtual Mobile","SLV - Kulery mobile","352027521 - Catty Laos Virtual","352027364 - SLV - Kulery mobile","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
108,IN670513-00139,DO670805-00087,867003065440576,"Catty Laos Virtual Mobile","SVK - Leum mobile","352027521 - Catty Laos Virtual","352027432 - SVK - Leum mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
109,IN670513-00139,DO670805-00088,866067067032617,"Catty Laos Virtual Mobile","BKE - Jaiy Lee mobile","352027521 - Catty Laos Virtual","352031933 - BKE - Jaiy Lee mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
110,IN670513-00139,DO670805-00089,867003065647337,"Catty Laos Virtual Mobile","SVK - Daovi Mobile","352027521 - Catty Laos Virtual","352027407 - SVK - Dao vi Mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
111,IN670513-00139,DO670805-00090,867003065488534,"Catty Laos Virtual Mobile","LPB - KP mobile","352027521 - Catty Laos Virtual","352026880 - LPB - KP mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
112,IN670513-00139,DO670805-00091,867003065763530,"Catty Laos Virtual Mobile","SVK - Daovi Mobile","352027521 - Catty Laos Virtual","352027407 - SVK - Dao vi Mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
113,IN670513-00139,DO670805-00092,863671064679271,"Catty Laos Virtual Mobile","LPB - Thaimanee","352027521 - Catty Laos Virtual","352026891 - LPB - Thaimanee","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
114,IN670513-00139,DO670805-00093,867003065563179,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","352027521 - Catty Laos Virtual","352026855 - LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
115,IN670513-00139,DO670805-00094,867003069316194,"Catty Laos Virtual Mobile","BLX - A see mobile","352027521 - Catty Laos Virtual","352026721 - BLX - A see mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
116,IN670513-00139,DO670805-00095,867003066294253,"Catty Laos Virtual Mobile","SEK - long mobile ເຊກອງ","352027521 - Catty Laos Virtual","352027005 - SEK - long mobile","Kerry-ST (Sekong)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
117,IN670513-00139,DO670805-00096,867003069334379,"Catty Laos Virtual Mobile","LPB - QZ Mobile Agent Store","352027521 - Catty Laos Virtual","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
118,IN670513-00139,DO670805-00097,863671060519273,"Catty Laos Virtual Mobile","XYB - TC mobile1","352027521 - Catty Laos Virtual","352027113 - XYB - TC mobile1","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
119,IN670513-00139,DO670805-00098,863671065199956,"Catty Laos Virtual Mobile","LPB - Lao er mobile","352027521 - Catty Laos Virtual","352032101 - LPB - Lao er mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
120,IN670513-00139,DO670805-00099,867003066410891,"Catty Laos Virtual Mobile","KAM - Bunkeld mobile","352027521 - Catty Laos Virtual","352026800 - KAM - Bunkeld mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
121,IN670513-00139,DO670805-00100,867003067925251,"Catty Laos Virtual Mobile","LPB - Khonesamai","352027521 - Catty Laos Virtual","352026878 - LPB - Khonesamai","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
122,IN670513-00139,DO670805-00101,863671060435314,"Catty Laos Virtual Mobile","VT3 - Set Mobile","352027521 - Catty Laos Virtual","352027290 - VT3 - Set Mobile","Kerry-Win (Vientiane)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
123,IN670513-00139,DO670805-00102,863671065038899,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
124,IN670513-00139,DO670805-00103,863671065892873,"Catty Laos Virtual Mobile","BKE - LH Mobile2 ຕົ້ນເຜິ້ງ","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
125,IN670513-00139,DO670805-00104,867003068096714,"Catty Laos Virtual Mobile","HPN - Alei mobile 3","352027521 - Catty Laos Virtual","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
126,IN670513-00139,DO670805-00105,863671060263237,"Catty Laos Virtual Mobile","CPS - Tha mobile","352027521 - Catty Laos Virtual","352026974 - CPS - Tha mobile","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
127,IN670513-00139,DO670805-00106,867003065317873,"Catty Laos Virtual Mobile","LPB - Ajoi Mobile 1 ຫຼວງພະບາງ","352027521 - Catty Laos Virtual","352026856 - LPB - Ajoi Viengkham","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
128,IN670513-00139,DO670805-00107,867003068182530,"Catty Laos Virtual Mobile","HPN - Hiengsone mobile","352027521 - Catty Laos Virtual","352026777 - HPN - Hiengsone mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
129,IN670513-00139,DO670805-00108,863671060257171,"Catty Laos Virtual Mobile","XYB - Amphone Mobile 2","352027521 - Catty Laos Virtual","352027070 - XYB - Amphone Mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
130,IN670513-00139,DO670805-00109,863671065019790,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","352027521 - Catty Laos Virtual","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
131,IN670513-00139,DO670805-00110,867003065329936,"Catty Laos Virtual Mobile","XKH - Vanhkham mobile1","352027521 - Catty Laos Virtual","352027045 - XKH - Vanhkham mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
132,IN670513-00139,DO670805-00111,863671064242617,"Catty Laos Virtual Mobile","BKE - LH Mobile5","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
133,IN670513-00139,DO670805-00112,867003068196159,"Catty Laos Virtual Mobile","LNT - BigC mobile2","352027521 - Catty Laos Virtual","352026841 - LNT - BigC mobile","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
134,IN670513-00139,DO670805-00113,863671064283793,"Catty Laos Virtual Mobile","CPS - Jk mobile2","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
135,IN670513-00139,DO670805-00114,867003065348233,"Catty Laos Virtual Mobile","CPS - Jo mobile ຈຳປາສັກ","352027521 - Catty Laos Virtual","352026954 - CPS - Jo mobile","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
136,IN670513-00139,DO670805-00115,867003068229513,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
137,IN670513-00139,DO670805-00116,863671064285137,"Catty Laos Virtual Mobile","CPS - Jk mobile2","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
138,IN670513-00139,DO670805-00117,863671060154055,"Catty Laos Virtual Mobile","BKE - LH mobile3","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
139,IN670513-00139,DO670805-00118,863671064244571,"Catty Laos Virtual Mobile","LPB - Lao mobile1 ຫຼວງພະບາງ","352027521 - Catty Laos Virtual","352026679 - LPB - Lao mobile1","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
140,IN670513-00139,DO670805-00119,867003065389112,"Catty Laos Virtual Mobile","LPB - VJ Mobile","352027521 - Catty Laos Virtual","352026894 - LPB - VJ Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
141,IN670513-00139,DO670805-00120,867003068365879,"Catty Laos Virtual Mobile","SVK - Apao Mobile","352027521 - Catty Laos Virtual","352027395 - SVK - Apao","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
142,IN670513-00139,DO670805-00121,867003065483832,"Catty Laos Virtual Mobile","LPB - Nisa mobile","352027521 - Catty Laos Virtual","352031562 - LPB - Nisa mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
143,IN670513-00139,DO670805-00122,866067067032674,"Catty Laos Virtual Mobile","BKE - Jaiy Lee mobile","352027521 - Catty Laos Virtual","352031933 - BKE - Jaiy Lee mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
144,IN670513-00139,DO670805-00123,867003065655215,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","352027521 - Catty Laos Virtual","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
145,IN670513-00139,DO670805-00124,867003065488575,"Catty Laos Virtual Mobile","LPB - KP mobile","352027521 - Catty Laos Virtual","352026880 - LPB - KP mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
146,IN670513-00139,DO670805-00125,867003069277974,"Catty Laos Virtual Mobile","VT1 - Aen mobile","352027521 - Catty Laos Virtual","352032330 - VT1 - Aen mobile","WH - Stock OPPO (Mark)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
147,IN670513-00139,DO670805-00126,867003065563278,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","352027521 - Catty Laos Virtual","352026855 - LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
148,IN670513-00139,DO670805-00127,867003069317432,"Catty Laos Virtual Mobile","XYB - Peno mobile","352027521 - Catty Laos Virtual","352027095 - XYB - Peno mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
149,IN670513-00139,DO670805-00128,863671064350253,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","352027521 - Catty Laos Virtual","352026855 - LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
150,IN670513-00139,DO670805-00129,863671065189213,"Catty Laos Virtual Mobile","LPB - LTH Mobile","352027521 - Catty Laos Virtual","352031775 - LPB - LTH Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
151,IN670513-00139,DO670805-00130,867003066337631,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
152,IN670513-00139,DO670805-00131,867003069340178,"Catty Laos Virtual Mobile","BKE - LH mobile 4","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
153,IN670513-00139,DO670805-00132,867003069342356,"Catty Laos Virtual Mobile","CPS - Ang pao","352027521 - Catty Laos Virtual","352026939 - CPS - Ang pao","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
154,IN670513-00139,DO670805-00133,863671060512914,"Catty Laos Virtual Mobile","BKE - TA Mobile ບໍ່ເເກ້ວ","352027521 - Catty Laos Virtual","352026712 - BKE - TA Mobile Bokeo","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
155,IN670513-00139,DO670805-00134,863671065187977,"Catty Laos Virtual Mobile","HPN - ALei Mobile 2 Agent Store","352027521 - Catty Laos Virtual","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
156,IN670513-00139,DO670805-00135,867003066411014,"Catty Laos Virtual Mobile","XKH - YH mobile","352027521 - Catty Laos Virtual","352032239 - XKH - YH mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
157,IN670513-00139,DO670805-00136,863671064238615,"Catty Laos Virtual Mobile","BKE - LH Mobile2 ຕົ້ນເຜິ້ງ","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
158,IN670513-00139,DO670805-00137,867003067925376,"Catty Laos Virtual Mobile","LPB - Khonesamai","352027521 - Catty Laos Virtual","352026878 - LPB - Khonesamai","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
159,IN670513-00139,DO670805-00138,863671064283157,"Catty Laos Virtual Mobile","XYB - Haumjai mobilee","352027521 - Catty Laos Virtual","352027083 - XYB - Haumjai mobilee","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
160,IN670513-00139,DO670805-00139,863671065039012,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
161,IN670513-00139,DO670805-00140,866067061782472,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","352027521 - Catty Laos Virtual","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
162,IN670513-00139,DO670805-00141,867003068102314,"Catty Laos Virtual Mobile","CPS - AK mobile","352027521 - Catty Laos Virtual","352032264 - CPS - AK mobile","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
163,IN670513-00139,DO670805-00142,863671064679958,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","352027521 - Catty Laos Virtual","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
164,IN670513-00139,DO670805-00143,867003065320133,"Catty Laos Virtual Mobile","LPB - Nisa mobile","352027521 - Catty Laos Virtual","352031562 - LPB - Nisa mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
165,IN670513-00139,DO670805-00144,863671065027975,"Catty Laos Virtual Mobile","VT3 - doungnoy mobile ວັງວຽງ","352027521 - Catty Laos Virtual","352027202 - VT3 - Doungnoy mobile Vungvieng","Kerry-Win (Vientiane)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
166,IN670513-00139,DO670805-00145,867003068185699,"Catty Laos Virtual Mobile","VT3 - doungnoy mobile ວັງວຽງ","352027521 - Catty Laos Virtual","352027202 - VT3 - Doungnoy mobile Vungvieng","Kerry-Win (Vientiane)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
167,IN670513-00139,DO670805-00146,863671060257098,"Catty Laos Virtual Mobile","XYB - Siam Mobile Agent Store","352027521 - Catty Laos Virtual","352027105 - XYB - Siam Mobile Agent Shop","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
168,IN670513-00139,DO670805-00147,867003065330413,"Catty Laos Virtual Mobile","BKE - LH mobile3","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
169,IN670513-00139,DO670805-00148,863671065027470,"Catty Laos Virtual Mobile","CPS - Laocom1 ປາກເຊ","352027521 - Catty Laos Virtual","352026962 - CPS - Laocom1","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
170,IN670513-00139,DO670805-00149,867003068197793,"Catty Laos Virtual Mobile","HPN - Phengmanee","352027521 - Catty Laos Virtual","352026781 - HPN - Phengmanee","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
171,IN670513-00139,DO670805-00150,863671064247178,"Catty Laos Virtual Mobile","LPB - Akuang","352027521 - Catty Laos Virtual","352026857 - LPB - Akuang","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
172,IN670513-00139,DO670805-00151,867003065355618,"Catty Laos Virtual Mobile","XSB - Avone mobile","352027521 - Catty Laos Virtual","352032405 - XSB - Avone mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
173,IN670513-00139,DO670805-00152,867003068353610,"Catty Laos Virtual Mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352027521 - Catty Laos Virtual","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
